commonRxns,FSR_BASE_PCOPT,Status_BASE_PCOPT
SK_FAOXC6DCC4DCx,0,Unchanged
SK_GA1tl,4.34255667820106,Upregulated
SK_GD1Cte,4.34255667783042,Upregulated
SK_HBZOPT10m,NaN,Unchanged
SK_HEXAHBl,4.34255667820106,Upregulated
SK_HMR_0808,20.9757031061056,Upregulated
SK_HMR_0837,NaN,Unchanged
SK_HMR_0844,24.9594262447544,Upregulated
SK_HMR_1311,0.5,Downregulated
SK_HMR_1467,NaN,Unchanged
SK_HMR_1470,NaN,Unchanged
SK_HMR_1473,NaN,Unchanged
SK_HMR_2705,0,Unchanged
SK_HMR_2851,NaN,Unchanged
SK_HMR_3218,0,Unchanged
SK_HMR_3219,0,Unchanged
SK_HMR_3220,0,Unchanged
SK_HMR_3221,0,Unchanged
SK_HMR_3222,2.93269165783969,Upregulated
SK_HMR_3223,2.93269165783969,Upregulated
SK_HMR_3224,2.93269165783969,Upregulated
SK_HMR_3225,2.93269165783969,Upregulated
SK_HMR_3330,0,Unchanged
SK_HMR_3331,0,Unchanged
SK_HMR_3332,0,Unchanged
SK_HMR_3333,0,Unchanged
SK_HMR_3334,0,Unchanged
SK_HMR_3335,0,Unchanged
SK_HMR_3336,0,Unchanged
SK_HMR_3337,0,Unchanged
SK_HMR_3338,0,Unchanged
SK_HMR_3339,0,Unchanged
SK_HMR_3340,0,Unchanged
SK_HMR_3341,0,Unchanged
SK_HMR_3342,0,Unchanged
SK_HMR_3343,0,Unchanged
SK_HMR_3344,0,Unchanged
SK_HMR_3345,0,Unchanged
SK_HMR_3346,0,Unchanged
SK_HMR_3347,0,Unchanged
SK_HMR_3348,0,Unchanged
SK_HMR_3349,0,Unchanged
SK_HMR_3350,0,Unchanged
SK_HMR_3351,0,Unchanged
SK_HMR_3352,0,Unchanged
SK_HMR_3353,0,Unchanged
SK_HMR_6782,NaN,Unchanged
SK_HMR_6907,NaN,Unchanged
SK_HMR_6908,NaN,Unchanged
SK_HMR_6909,NaN,Unchanged
SK_HMR_6910,NaN,Unchanged
SK_HMR_9805,NaN,Unchanged
SK_HSD3A2r,8414311.81935412,Upregulated
SK_LPASE,NaN,Unchanged
SK_LPCHOLt,NaN,Unchanged
SK_METS,56.6693145006938,Upregulated
SK_METtec,0.682039448374957,Unchanged
SK_NDP7er,0.209273138647221,Downregulated
SK_NEU310e,4.34255667820106,Upregulated
SK_NEU33e,2.85327736762815,Upregulated
SK_NEU34e,2.85327736762815,Upregulated
SK_NEU36e,2.85327736762815,Upregulated
SK_NEU39e,4.34255667820106,Upregulated
SK_NICRNTtn,6.23985694738626,Upregulated
SK_NNATn,6.23985694720093,Upregulated
SK_PCHOLHSTDe,NaN,Unchanged
SK_PGESr,0.5,Downregulated
SK_PROSTGE2t2r,0.5,Downregulated
SK_Q10H2e,NaN,Unchanged
SK_RE0452M,2.50469197922183,Upregulated
